,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
96,Synset('behavior.n.01'),Synset('demeanor.n.01'),Synset('conduct.v.01'),Synset('conduct.v.02'),Synset('behave.v.02'),Synset('lead.v.01'),Synset('impart.v.03'),Synset('conduct.v.06'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Synset('confer.v.01'),Synset('confer.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Synset('restrict.v.03'),Synset('limit.v.02'),Synset('confine.v.03'),Synset('enclose.v.02'),Synset('confine.v.05'),Synset('restrain.v.03'),Synset('confined.a.01'),Synset('confined.a.02'),Synset('captive.s.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Synset('congress.n.01'),Synset('congress.n.02'),Synset('congress.n.03'),Synset('sexual_intercourse.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Synset('connect.v.01'),Synset('associate.v.01'),Synset('connect.v.03'),Synset('connect.v.04'),Synset('connect.v.05'),Synset('connect.v.06'),Synset('connect.v.07'),Synset('connect.v.08'),Synset('get_in_touch.v.01'),Synset('plug_in.v.01'),Synset('connect.v.11'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Synset('connect.v.01'),Synset('associate.v.01'),Synset('connect.v.03'),Synset('connect.v.04'),Synset('connect.v.05'),Synset('connect.v.06'),Synset('connect.v.07'),Synset('connect.v.08'),Synset('get_in_touch.v.01'),Synset('plug_in.v.01'),Synset('connect.v.11'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Synset('consent.n.01'),Synset('accept.v.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Synset('contemplate.v.01'),Synset('contemplate.v.02'),Synset('study.v.06'),Synset('chew_over.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Synset('contest.n.01'),Synset('contest.n.02'),Synset('contest.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Synset('continuous.a.01'),Synset('continuous.a.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Synset('contractual.a.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Synset('contradictory.n.01'),Synset('contradictory.s.01'),Synset('confounding.s.01'),Synset('at_odds.s.01'),Synset('contradictory.s.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Synset('convey.v.01'),Synset('carry.v.04'),Synset('convey.v.03'),Synset('convey.v.04'),Synset('impart.v.03'),Synset('bring.v.01'),Synset('bring.v.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Synset('cost.n.01'),Synset('monetary_value.n.01'),Synset('price.n.03'),Synset('cost.v.01'),Synset('cost.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Synset('advocate.n.02'),Synset('guidance.n.01'),Synset('rede.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Synset('couple.n.01'),Synset('couple.n.02'),Synset('couple.n.03'),Synset('couple.n.04'),Synset('couple.n.05'),Synset('match.v.03'),Synset('couple.v.02'),Synset('pair.v.01'),Synset('copulate.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Synset('brave.a.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Synset('consumer_price_index.n.01'),Synset('california_personality_inventory.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Synset('make.v.03'),Synset('create.v.02'),Synset('create.v.03'),Synset('create.v.04'),Synset('create.v.05'),Synset('produce.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Synset('doctor_of_divinity.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Synset('deal.n.01'),Synset('bargain.n.01'),Synset('batch.n.02'),Synset('deal.n.04'),Synset('softwood.n.01'),Synset('hand.n.06'),Synset('deal.n.07'),Synset('deal.n.08'),Synset('deal.n.09'),Synset('cover.v.05'),Synset('consider.v.03'),Synset('deal.v.03'),Synset('cope.v.01'),Synset('distribute.v.01'),Synset('deal.v.06'),Synset('manage.v.02'),Synset('deal.v.08'),Synset('deal.v.09'),Synset('conduct.v.01'),Synset('share.v.04'),Synset('deal.v.12'),Synset('deal.v.13'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Synset('declare.v.01'),Synset('announce.v.02'),Synset('declare.v.03'),Synset('declare.v.04'),Synset('declare.v.05'),Synset('declare.v.06'),Synset('declare.v.07'),Synset('declare.v.08'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Synset('delete.v.01'),Synset('erase.v.03'),Synset('edit.v.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Synset('delete.v.01'),Synset('erase.v.03'),Synset('edit.v.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Synset('delete.v.01'),Synset('erase.v.03'),Synset('edit.v.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Synset('presentation.n.02'),Synset('demonstration.n.02'),Synset('demonstration.n.03'),Synset('demonstration.n.04'),Synset('demonstration.n.05'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Synset('desire.n.01'),Synset('desire.n.02'),Synset('desire.n.03'),Synset('desire.v.01'),Synset('hope.v.01'),Synset('desire.v.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Synset('desk.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Synset('difficult.a.01'),Synset('unmanageable.a.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Synset('dim.v.01'),Synset('dim.v.02'),Synset('dim.v.03'),Synset('blind.v.03'),Synset('blur.v.06'),Synset('dim.s.01'),Synset('dim.s.02'),Synset('dimmed.a.01'),Synset('black.s.04'),Synset('dense.s.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Synset('blare.n.01'),Synset('commotion.n.02'),Synset('boom.v.01'),Synset('din.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Synset('direct.v.01'),Synset('target.v.01'),Synset('direct.v.03'),Synset('direct.v.04'),Synset('lead.v.01'),Synset('send.v.01'),Synset('aim.v.01'),Synset('conduct.v.02'),Synset('direct.v.09'),Synset('calculate.v.05'),Synset('steer.v.01'),Synset('address.v.03'),Synset('mastermind.v.01'),Synset('direct.a.01'),Synset('direct.s.02'),Synset('direct.a.03'),Synset('lineal.a.01'),Synset('direct.a.05'),Synset('direct.a.06'),Synset('direct.a.07'),Synset('direct.s.08'),Synset('direct.s.09'),Synset('direct.s.10'),Synset('directly.r.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Synset('direct.v.01'),Synset('target.v.01'),Synset('direct.v.03'),Synset('direct.v.04'),Synset('lead.v.01'),Synset('send.v.01'),Synset('aim.v.01'),Synset('conduct.v.02'),Synset('direct.v.09'),Synset('calculate.v.05'),Synset('steer.v.01'),Synset('address.v.03'),Synset('mastermind.v.01'),Synset('direct.a.01'),Synset('direct.s.02'),Synset('direct.a.03'),Synset('lineal.a.01'),Synset('direct.a.05'),Synset('direct.a.06'),Synset('direct.a.07'),Synset('direct.s.08'),Synset('direct.s.09'),Synset('direct.s.10'),Synset('directly.r.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Synset('dispute.n.01'),Synset('dispute.n.02'),Synset('challenge.v.01'),Synset('quarrel.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Synset('dissent.n.01'),Synset('dissent.n.02'),Synset('protest.n.02'),Synset('dissent.v.01'),Synset('protest.v.02'),Synset('disagree.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Synset('dissent.n.01'),Synset('dissent.n.02'),Synset('protest.n.02'),Synset('dissent.v.01'),Synset('protest.v.02'),Synset('disagree.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Synset('disturb.v.01'),Synset('agitate.v.06'),Synset('touch.v.11'),Synset('interrupt.v.02'),Synset('disturb.v.05'),Synset('disturbed.s.01'),Synset('disquieted.s.01'),Synset('disturbed.s.03'),Synset('brainsick.s.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Synset('diverseness.n.01'),Synset('diversity.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Synset('drive.n.01'),Synset('drive.n.02'),Synset('campaign.n.02'),Synset('driveway.n.01'),Synset('drive.n.05'),Synset('drive.n.06'),Synset('drive.n.07'),Synset('drive.n.08'),Synset('drive.n.09'),Synset('drive.n.10'),Synset('drive.n.11'),Synset('drive.n.12'),Synset('drive.v.01'),Synset('drive.v.02'),Synset('drive.v.03'),Synset('force.v.06'),Synset('drive.v.05'),Synset('repel.v.01'),Synset('drive.v.07'),Synset('drive.v.08'),Synset('drive.v.09'),Synset('tug.v.02'),Synset('drive.v.11'),Synset('drive.v.12'),Synset('drive.v.13'),Synset('drive.v.14'),Synset('drive.v.15'),Synset('drive.v.16'),Synset('drive.v.17'),Synset('drive.v.18'),Synset('drive.v.19'),Synset('drive.v.20'),Synset('drive.v.21'),Synset('drive.v.22'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Synset('drive.n.01'),Synset('drive.n.02'),Synset('campaign.n.02'),Synset('driveway.n.01'),Synset('drive.n.05'),Synset('drive.n.06'),Synset('drive.n.07'),Synset('drive.n.08'),Synset('drive.n.09'),Synset('drive.n.10'),Synset('drive.n.11'),Synset('drive.n.12'),Synset('drive.v.01'),Synset('drive.v.02'),Synset('drive.v.03'),Synset('force.v.06'),Synset('drive.v.05'),Synset('repel.v.01'),Synset('drive.v.07'),Synset('drive.v.08'),Synset('drive.v.09'),Synset('tug.v.02'),Synset('drive.v.11'),Synset('drive.v.12'),Synset('drive.v.13'),Synset('drive.v.14'),Synset('drive.v.15'),Synset('drive.v.16'),Synset('drive.v.17'),Synset('drive.v.18'),Synset('drive.v.19'),Synset('drive.v.20'),Synset('drive.v.21'),Synset('drive.v.22'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Synset('drive.n.01'),Synset('drive.n.02'),Synset('campaign.n.02'),Synset('driveway.n.01'),Synset('drive.n.05'),Synset('drive.n.06'),Synset('drive.n.07'),Synset('drive.n.08'),Synset('drive.n.09'),Synset('drive.n.10'),Synset('drive.n.11'),Synset('drive.n.12'),Synset('drive.v.01'),Synset('drive.v.02'),Synset('drive.v.03'),Synset('force.v.06'),Synset('drive.v.05'),Synset('repel.v.01'),Synset('drive.v.07'),Synset('drive.v.08'),Synset('drive.v.09'),Synset('tug.v.02'),Synset('drive.v.11'),Synset('drive.v.12'),Synset('drive.v.13'),Synset('drive.v.14'),Synset('drive.v.15'),Synset('drive.v.16'),Synset('drive.v.17'),Synset('drive.v.18'),Synset('drive.v.19'),Synset('drive.v.20'),Synset('drive.v.21'),Synset('drive.v.22'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Synset('droplet.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Synset('eggplant.n.01'),Synset('eggplant.n.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Synset('eject.v.01'),Synset('exhaust.v.05'),Synset('eject.v.03'),Synset('squirt.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Synset('eject.v.01'),Synset('exhaust.v.05'),Synset('eject.v.03'),Synset('squirt.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Synset('aged.n.01'),Synset('aged.s.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Synset('empty.n.01'),Synset('empty.v.01'),Synset('empty.v.02'),Synset('vacate.v.02'),Synset('empty.v.04'),Synset('evacuate.v.05'),Synset('empty.a.01'),Synset('empty.s.02'),Synset('empty.s.03'),Synset('empty.s.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Synset('digest.v.03'),Synset('weather.v.01'),Synset('survive.v.01'),Synset('suffer.v.01'),Synset('wear.v.06'),Synset('last.v.01'),Synset('prevail.v.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Synset('digest.v.03'),Synset('weather.v.01'),Synset('survive.v.01'),Synset('suffer.v.01'),Synset('wear.v.06'),Synset('last.v.01'),Synset('prevail.v.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Synset('energetic.a.01'),Synset('energetic.s.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Synset('enjoy.v.01'),Synset('enjoy.v.02'),Synset('love.v.02'),Synset('enjoy.v.04'),Synset('delight.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Synset('eraser.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Synset('mistake.n.01'),Synset('erroneousness.n.01'),Synset('error.n.03'),Synset('error.n.04'),Synset('error.n.05'),Synset('error.n.06'),Synset('error.n.07'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Synset('mistake.n.01'),Synset('erroneousness.n.01'),Synset('error.n.03'),Synset('error.n.04'),Synset('error.n.05'),Synset('error.n.06'),Synset('error.n.07'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Synset('mistake.n.01'),Synset('erroneousness.n.01'),Synset('error.n.03'),Synset('error.n.04'),Synset('error.n.05'),Synset('error.n.06'),Synset('error.n.07'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Synset('everyday.s.01'),Synset('casual.s.03'),Synset('everyday.s.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Synset('exhaust.v.01'),Synset('consume.v.05'),Synset('run_down.v.06'),Synset('exhaust.v.04'),Synset('exhaust.v.05'),Synset('exhausted.s.01'),Synset('exhausted.a.02'),Synset('exhausted.s.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Synset('expertness.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Synset('fecal_matter.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Synset('false.a.01'),Synset('false.s.02'),Synset('false.s.03'),Synset('false.s.04'),Synset('delusive.s.01'),Synset('fake.s.02'),Synset('false.s.07'),Synset('false.s.08'),Synset('assumed.s.01'),Synset('false.s.10'),Synset('faithlessly.r.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Synset('tire.v.01'),Synset('tire.v.02'),Synset('exhausted.s.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Synset('female.n.01'),Synset('female.n.02'),Synset('female.a.01'),Synset('female.s.02'),Synset('female.s.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Synset('few.n.01'),Synset('few.a.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Synset('coating.n.02'),Synset('stopping_point.n.01'),Synset('polish.n.02'),Synset('finish.n.04'),Synset('finish.n.05'),Synset('finish.n.06'),Synset('ending.n.04'),Synset('finish.n.08'),Synset('finish.n.09'),Synset('complete.v.01'),Synset('finish_up.v.02'),Synset('end.v.01'),Synset('finish.v.04'),Synset('eat_up.v.01'),Synset('finish.v.06'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Synset('coating.n.02'),Synset('stopping_point.n.01'),Synset('polish.n.02'),Synset('finish.n.04'),Synset('finish.n.05'),Synset('finish.n.06'),Synset('ending.n.04'),Synset('finish.n.08'),Synset('finish.n.09'),Synset('complete.v.01'),Synset('finish_up.v.02'),Synset('end.v.01'),Synset('finish.v.04'),Synset('eat_up.v.01'),Synset('finish.v.06'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Synset('thwart.v.01'),Synset('torment.v.02'),Synset('defeated.s.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Synset('funds.n.01'),Synset('fund.n.01'),Synset('store.n.02'),Synset('investment_company.n.01'),Synset('fund.v.01'),Synset('fund.v.02'),Synset('fund.v.03'),Synset('fund.v.04'),Synset('fund.v.05'),Synset('fund.v.06'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Synset('funny_story.n.01'),Synset('amusing.s.02'),Synset('curious.s.01'),Synset('fishy.s.02'),Synset('funny.s.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Synset('addition.n.03'),Synset('profit.n.02'),Synset('amplification.n.02'),Synset('gain.n.04'),Synset('derive.v.02'),Synset('acquire.v.05'),Synset('profit.v.01'),Synset('reach.v.01'),Synset('gain.v.05'),Synset('advance.v.12'),Synset('gain.v.07'),Synset('gain.v.08'),Synset('gain.v.09'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Synset('gape.n.01'),Synset('gape.n.02'),Synset('goggle.v.01'),Synset('gape.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Synset('gather.n.01'),Synset('gather.n.02'),Synset('gather.v.01'),Synset('meet.v.07'),Synset('accumulate.v.02'),Synset('gather.v.04'),Synset('gather.v.05'),Synset('assemble.v.03'),Synset('gather.v.07'),Synset('gather.v.08'),Synset('gain.v.07'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Synset('lout.n.01'),Synset('goggle.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Synset('gaze.n.01'),Synset('gaze.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Synset('genuine.a.01'),Synset('genuine.s.02'),Synset('actual.s.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Synset('goal.n.01'),Synset('finish.n.04'),Synset('goal.n.03'),Synset('goal.n.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Synset('adieu.n.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Synset('class.n.02'),Synset('grade.n.02'),Synset('grade.n.03'),Synset('grad.n.01'),Synset('grade.n.05'),Synset('mark.n.01'),Synset('grade.n.07'),Synset('degree.n.01'),Synset('grade.n.09'),Synset('rate.v.01'),Synset('grade.v.02'),Synset('grade.v.03'),Synset('grade.v.04'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Synset('graft.n.01'),Synset('bribery.n.01'),Synset('graft.n.03'),Synset('graft.v.01'),Synset('transplant.v.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Synset('appreciation.n.01'),Synset('compass.n.03'),Synset('grip.n.06'),Synset('clasp.n.02'),Synset('grasp.v.01'),Synset('grok.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Synset('appreciation.n.01'),Synset('compass.n.03'),Synset('grip.n.06'),Synset('clasp.n.02'),Synset('grasp.v.01'),Synset('grok.v.01'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Synset('groom.n.01'),Synset('stableman.n.01'),Synset('groom.n.03'),Synset('prepare.v.05'),Synset('dress.v.15'),Synset('groom.v.03'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Synset('group.n.01'),Synset('group.n.02'),Synset('group.n.03'),Synset('group.v.01'),Synset('group.v.02'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
